10,10,10,10,10,10,10,10,10,10,100
0,20,10,10,10,10,10,10,10,10,100
0,0,20,20,10,10,10,10,10,10,100
0,0,0,20,20,20,10,10,10,10,100
0,0,0,0,20,20,20,20,10,10,100
0,0,0,0,0,20,20,20,20,20,100
10,10,10,10,10,10,10,10,20,0,100
10,10,10,10,10,10,20,20,0,0,100
10,10,10,10,20,20,20,0,0,0,100
10,10,20,20,20,20,0,0,0,0,100
20,20,20,20,20,0,0,0,0,0,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
10,10,10,10,10,10,10,10,10,10,100
